label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Blue_Circle,43,135,65,67,146.jpg,296,293
Green_Circle,91,51,60,61,146.jpg,296,293
Blue_Circle,155,180,67,65,147.jpg,296,293
Red_Square,164,54,89,90,147.jpg,296,293
Red_Circle,53,147,67,65,147.jpg,296,293
Green_Circle,75,38,64,64,147.jpg,296,293
Green_Square,56,57,85,84,148.jpg,296,293
Blue_Square,149,47,94,96,148.jpg,296,293
Red_Circle,174,184,64,65,148.jpg,296,293
Green_Circle,66,161,67,66,148.jpg,296,293
Green_Circle,66,148,63,63,149.jpg,296,293
Blue_Circle,164,195,67,64,149.jpg,296,293
Green_Square,168,66,89,94,149.jpg,296,293
Red_Square,75,50,92,89,149.jpg,296,293
Red_Square,30,119,79,79,15.jpg,250,251
Red_Circle,43,148,70,65,150.jpg,296,293
Green_Circle,158,198,65,62,150.jpg,296,293
Blue_Square,171,53,88,89,150.jpg,296,293
Green_Square,69,40,98,94,150.jpg,296,293
Green_Square,42,124,89,87,151.jpg,296,293
Green_Circle,97,42,68,61,151.jpg,296,293
Blue_Square,159,142,90,92,151.jpg,296,293
Red_Circle,184,66,63,60,151.jpg,296,293
Red_Square,41,121,99,94,152.jpg,296,293
Green_Square,148,143,83,88,152.jpg,296,293
Blue_Square,194,82,60,62,152.jpg,296,293
Green_Circle,81,47,64,62,152.jpg,296,293
Blue_Square,104,164,87,91,153.jpg,296,293
Green_Square,180,65,89,97,153.jpg,296,293
Red_Square,75,47,88,84,153.jpg,296,293
Red_Square,48,147,95,95,154.jpg,296,293
Unidentified_Object,130,172,138,88,154.jpg,296,293
Blue_Square,191,67,84,86,154.jpg,296,293
Green_Square,75,47,88,90,154.jpg,296,293
Green_Square,145,152,88,87,155.jpg,296,293
Red_Square,170,51,93,93,155.jpg,296,293
Unidentified_Object,53,73,84,85,155.jpg,296,293
Unidentified_Object,59,33,83,94,156.jpg,296,293
Blue_Circle,141,158,63,62,156.jpg,296,293
Blue_Circle,60,142,64,66,157.jpg,296,293
Green_Circle,199,73,67,63,157.jpg,296,293
Green_Square,160,174,92,85,157.jpg,296,293
Unidentified_Object,83,26,81,90,157.jpg,296,293
Unidentified_Object,116,131,147,106,158.jpg,296,293
Red_Circle,100,43,65,65,158.jpg,296,293
Red_Circle,98,42,66,63,159.jpg,296,293
Unidentified_Object,136,158,125,123,159.jpg,296,293
Red_Square,184,48,86,89,159.jpg,296,293
Unidentified_Object,29,120,110,112,159.jpg,296,293
Red_Square,147,138,81,78,16.jpg,250,251
Blue_Circle,51,148,67,64,160.jpg,296,293
Blue_Square,158,150,86,89,160.jpg,296,293
Unidentified_Object,179,36,74,83,160.jpg,296,293
Unidentified_Object,113,96,151,94,161.jpg,296,293
Green_Circle,79,68,67,66,161.jpg,296,293
Unidentified_Object,103,103,147,96,162.jpg,296,293
Unidentified_Object,55,42,131,84,162.jpg,296,293
Unidentified_Object,161,126,115,120,163.jpg,296,293
Red_Circle,67,68,62,63,163.jpg,296,293
Red_Circle,79,21,64,61,164.jpg,296,293
Blue_Square,182,54,87,85,164.jpg,296,293
Unidentified_Object,42,151,143,94,164.jpg,296,293
Blue_Square,72,146,94,98,165.jpg,296,293
Green_Square,171,57,95,95,165.jpg,296,293
Red_Circle,77,38,67,62,165.jpg,296,293
Green_Circle,84,41,60,65,166.jpg,296,293
Green_Square,44,134,96,92,166.jpg,296,293
Unidentified_Object,161,93,109,132,166.jpg,296,293
Blue_Circle,46,147,64,66,167.jpg,296,293
Blue_Square,170,50,83,89,167.jpg,296,293
Green_Square,145,168,79,79,167.jpg,296,293
Blue_Square,52,37,93,91,168.jpg,296,293
Red_Square,163,49,82,87,168.jpg,296,293
Green_Circle,181,161,67,63,168.jpg,296,293
Blue_Circle,45,147,65,65,168.jpg,296,293
Blue_Circle,199,63,62,61,169.jpg,296,293
Green_Circle,182,180,66,64,169.jpg,296,293
Red_Circle,64,36,67,66,169.jpg,296,293
Green_Square,70,106,97,95,169.jpg,296,293
Green_Square,157,22,77,77,17.jpg,250,251
Green_Circle,193,155,65,66,170.jpg,296,293
Red_Circle,52,111,68,66,170.jpg,296,293
Blue_Circle,200,60,61,67,170.jpg,296,293
Blue_Square,112,106,98,104,170.jpg,296,293
Blue_Square,142,77,105,97,171.jpg,296,293
Blue_Circle,210,51,67,62,171.jpg,296,293
Green_Circle,196,161,65,68,171.jpg,296,293
Green_Square,84,169,97,94,171.jpg,296,293
Red_Circle,79,113,64,66,171.jpg,296,293
Red_Square,81,26,91,88,171.jpg,296,293
Red_Circle,40,117,63,65,172.jpg,296,293
Blue_Circle,219,57,62,64,172.jpg,296,293
Blue_Square,91,20,100,94,172.jpg,296,293
Green_Circle,199,161,64,62,172.jpg,296,293
Green_Square,93,151,100,98,172.jpg,296,293
Red_Circle,135,46,66,64,173.jpg,296,293
Red_Square,44,130,85,87,173.jpg,296,293
Green_Square,148,168,89,91,173.jpg,296,293
Green_Square,121,56,77,79,174.jpg,296,293
Green_Circle,161,181,67,64,174.jpg,296,293
Blue_Circle,44,160,66,65,174.jpg,296,293
Green_Circle,158,170,65,64,175.jpg,296,293
Blue_Circle,59,141,66,64,175.jpg,296,293
Blue_Square,163,75,91,93,175.jpg,296,293
Red_Square,76,33,101,95,175.jpg,296,293
Red_Square,172,45,84,84,176.jpg,296,293
Red_Circle,77,49,66,65,176.jpg,296,293
Green_Square,146,155,87,87,176.jpg,296,293
Blue_Circle,51,138,65,61,176.jpg,296,293
Red_Square,44,153,96,92,177.jpg,296,293
Green_Square,59,26,97,89,177.jpg,296,293
Blue_Circle,176,136,65,66,177.jpg,296,293
Red_Circle,164,64,66,62,177.jpg,296,293
Green_Circle,186,168,67,64,178.jpg,296,293
Blue_Square,115,30,81,80,178.jpg,296,293
Green_Square,70,61,98,95,179.jpg,296,293
Blue_Circle,160,171,68,63,179.jpg,296,293
Green_Square,40,15,75,78,18.jpg,250,251
Red_Circle,145,136,91,92,180.jpg,296,293
Red_Circle,80,19,64,62,180.jpg,296,293
Green_Square,85,119,95,95,181.jpg,296,293
Red_Circle,179,39,64,62,181.jpg,296,293
Green_Square,173,127,87,88,182.jpg,296,293
Red_Circle,157,36,63,63,182.jpg,296,293
Unidentified_Object,71,110,92,92,182.jpg,296,293
Green_Circle,159,169,65,64,183.jpg,296,293
Blue_Square,163,73,89,92,183.jpg,296,293
Blue_Circle,148,160,64,64,184.jpg,296,293
Red_Square,87,41,86,82,184.jpg,296,293
Red_Circle,110,55,64,63,185.jpg,296,293
Green_Square,159,155,87,90,185.jpg,296,293
Green_Circle,165,157,65,66,186.jpg,296,293
Blue_Circle,103,63,64,63,186.jpg,296,293
Blue_Square,168,66,89,90,187.jpg,296,293
Red_Square,50,142,91,91,187.jpg,296,293
Green_Circle,175,169,62,64,188.jpg,296,293
Blue_Circle,91,48,64,63,188.jpg,296,293
Red_Circle,164,180,67,61,189.jpg,296,293
Unidentified_Object,57,41,122,104,189.jpg,296,293
Green_Square,32,130,80,80,19.jpg,250,251
Unidentified_Object,106,165,127,96,190.jpg,296,293
Green_Circle,179,81,65,63,190.jpg,296,293
Green_Circle,181,79,64,65,191.jpg,296,293
Blue_Circle,51,152,68,63,191.jpg,296,293
Unidentified_Object,55,30,131,80,191.jpg,296,293
Unidentified_Object,66,61,93,131,192.jpg,296,293
Red_Square,167,69,97,98,192.jpg,296,293
Red_Circle,144,189,70,65,192.jpg,296,293
Red_Circle,84,138,67,65,193.jpg,296,293
Blue_Square,158,134,92,91,193.jpg,296,293
Red_Square,106,42,97,92,193.jpg,296,293
Red_Circle,62,152,66,64,194.jpg,296,293
Blue_Square,138,142,96,100,194.jpg,296,293
Unidentified_Object,119,34,144,85,194.jpg,296,293
Unidentified_Object,43,73,83,152,196.jpg,296,293
Unidentified_Object,169,122,110,128,196.jpg,296,293
Green_Circle,145,35,65,63,196.jpg,296,293
Green_Circle,79,41,65,62,197.jpg,296,293
Blue_Circle,188,40,65,60,197.jpg,296,293
Unidentified_Object,168,150,81,73,197.jpg,296,293
Red_Square,51,129,87,86,197.jpg,296,293
Green_Square,68,49,88,83,198.jpg,296,293
Unidentified_Object,136,151,122,117,198.jpg,296,293
Red_Square,158,160,91,89,199.jpg,296,293
Blue_Circle,180,56,61,63,199.jpg,296,293
Green_Circle,72,105,63,62,199.jpg,296,293
Green_Circle,24,129,64,65,2.jpg,250,251
Green_Square,148,137,78,78,20.jpg,250,251
Unidentified_Object,25,34,89,88,20.jpg,250,251
Red_Square,50,136,90,89,200.jpg,296,293
Blue_Circle,211,52,62,64,200.jpg,296,293
Green_Square,146,152,99,98,200.jpg,296,293
Blue_Circle,209,53,63,60,201.jpg,296,293
Red_Square,81,25,94,89,201.jpg,296,293
Green_Square,45,135,96,96,201.jpg,296,293
Green_Square,60,101,95,93,202.jpg,296,293
Red_Square,174,35,98,98,202.jpg,296,293
Blue_Circle,151,163,68,64,202.jpg,296,293
Green_Square,102,157,98,100,203.jpg,296,293
Blue_Circle,199,54,65,61,203.jpg,296,293
Red_Square,68,52,94,89,203.jpg,296,293
Unidentified_Object,54,93,69,142,204.jpg,296,293
Blue_Square,156,49,93,90,204.jpg,296,293
Green_Circle,174,172,67,65,204.jpg,296,293
Red_Square,68,91,81,80,205.jpg,296,293
Blue_Square,162,49,98,95,205.jpg,296,293
Green_Circle,172,173,67,64,205.jpg,296,293
Unidentified_Object,89,49,147,89,206.jpg,296,293
Unidentified_Object,93,120,107,135,206.jpg,296,293
Green_Square,133,150,85,84,207.jpg,296,293
Blue_Circle,48,120,66,62,207.jpg,296,293
Blue_Circle,58,77,67,63,208.jpg,296,293
Unidentified_Object,152,147,82,76,208.jpg,296,293
Green_Square,167,53,89,91,208.jpg,296,293
Green_Square,154,41,84,84,209.jpg,296,293
Green_Circle,142,170,70,65,209.jpg,296,293
Unidentified_Object,33,121,88,93,209.jpg,296,293
Unidentified_Object,125,25,82,86,210.jpg,296,293
Unidentified_Object,142,126,102,130,210.jpg,296,293
Green_Square,23,104,107,105,210.jpg,296,293
Green_Square,57,149,84,82,211.jpg,296,293
Green_Circle,191,151,67,65,211.jpg,296,293
Blue_Square,128,30,88,85,211.jpg,296,293
Red_Circle,83,55,66,62,212.jpg,296,293
Unidentified_Object,138,174,129,99,212.jpg,296,293
Blue_Circle,161,159,65,61,213.jpg,296,293
Red_Square,101,40,88,85,213.jpg,296,293
Red_Square,64,129,90,89,214.jpg,296,293
Blue_Circle,163,170,66,64,214.jpg,296,293
Unidentified_Object,100,24,138,71,214.jpg,296,293
Blue_Square,63,79,94,88,215.jpg,296,293
Blue_Circle,200,49,63,60,215.jpg,296,293
Green_Circle,144,177,66,65,215.jpg,296,293
Unidentified_Object,67,164,159,84,216.jpg,296,293
Green_Circle,189,63,63,60,216.jpg,296,293
Blue_Square,90,10,88,84,216.jpg,296,293
Blue_Circle,60,130,67,66,217.jpg,296,293
Red_Square,137,160,87,86,217.jpg,296,293
Unidentified_Object,120,28,115,94,217.jpg,296,293
Blue_Square,136,118,101,104,218.jpg,296,293
Green_Circle,73,56,68,63,218.jpg,296,293
Green_Circle,88,28,62,62,219.jpg,296,293
Blue_Circle,175,41,66,62,219.jpg,296,293
Green_Square,162,158,87,89,219.jpg,296,293
Blue_Square,46,137,105,105,219.jpg,296,293
Blue_Circle,36,18,66,65,22.jpg,250,251
Unidentified_Object,141,19,100,126,22.jpg,250,251
Unidentified_Object,29,132,149,86,22.jpg,250,251
Blue_Square,50,62,100,106,220.jpg,296,293
Green_Square,154,92,102,103,220.jpg,296,293
Blue_Circle,57,147,67,67,221.jpg,296,293
Red_Square,159,171,88,85,221.jpg,296,293
Green_Square,171,64,81,79,221.jpg,296,293
Blue_Square,69,31,84,78,221.jpg,296,293
Unidentified_Object,32,63,95,133,222.jpg,296,293
Unidentified_Object,145,141,107,110,222.jpg,296,293
Red_Square,141,34,86,86,222.jpg,296,293
Green_Circle,57,126,66,65,223.jpg,296,293
Red_Circle,175,155,67,65,223.jpg,296,293
Blue_Circle,138,71,67,61,223.jpg,296,293
Red_Circle,181,49,68,61,224.jpg,296,293
Unidentified_Object,108,145,155,93,224.jpg,296,293
Blue_Circle,49,97,64,64,225.jpg,296,293
Blue_Square,182,50,87,86,225.jpg,296,293
Unidentified_Object,70,196,84,77,225.jpg,296,293
Unidentified_Object,106,144,124,107,226.jpg,296,293
Red_Square,186,44,83,79,226.jpg,296,293
Blue_Circle,73,24,66,62,226.jpg,296,293
Red_Circle,41,99,63,64,226.jpg,296,293
Green_Square,90,46,81,82,227.jpg,296,293
Green_Circle,156,145,65,66,227.jpg,296,293
Green_Circle,173,157,65,66,228.jpg,296,293
Green_Square,66,118,93,92,228.jpg,296,293
Unidentified_Object,117,35,129,85,228.jpg,296,293
Green_Circle,125,58,65,64,229.jpg,296,293
Red_Circle,174,184,69,62,229.jpg,296,293
Blue_Circle,213,79,66,66,229.jpg,296,293
Green_Square,47,124,85,91,229.jpg,296,293
Blue_Circle,25,152,66,63,23.jpg,250,251
Unidentified_Object,83,42,123,90,23.jpg,250,251
Unidentified_Object,82,94,134,123,230.jpg,296,293
Blue_Circle,180,73,65,65,230.jpg,296,293
Green_Circle,91,41,62,59,230.jpg,296,293
Green_Circle,126,53,67,62,231.jpg,296,293
Blue_Circle,164,142,65,66,231.jpg,296,293
Green_Square,57,129,84,83,231.jpg,296,293
Blue_Square,153,139,83,81,232.jpg,296,293
Unidentified_Object,46,14,107,110,232.jpg,296,293
Blue_Square,99,43,87,85,233.jpg,296,293
Red_Square,137,151,86,85,233.jpg,296,293
Blue_Circle,147,158,70,66,234.jpg,296,293
Green_Square,113,24,92,92,234.jpg,296,293
Unidentified_Object,62,120,131,114,235.jpg,296,293
Blue_Circle,186,146,67,63,235.jpg,296,293
Blue_Square,122,44,84,83,235.jpg,296,293
Green_Square,47,103,89,94,236.jpg,296,293
Red_Square,158,138,99,95,236.jpg,296,293
Green_Circle,118,52,71,63,236.jpg,296,293
Blue_Square,52,37,87,80,237.jpg,296,293
Green_Circle,143,57,63,64,237.jpg,296,293
Blue_Circle,211,68,63,61,237.jpg,296,293
Red_Square,165,121,89,87,237.jpg,296,293
Red_Circle,159,211,66,62,237.jpg,296,293
Green_Square,46,114,88,88,237.jpg,296,293
Unidentified_Object,71,98,109,147,238.jpg,296,293
Unidentified_Object,167,90,110,114,238.jpg,296,293
Red_Circle,86,39,64,63,238.jpg,296,293
Green_Circle,111,171,69,66,239.jpg,296,293
Blue_Circle,198,120,66,66,239.jpg,296,293
Unidentified_Object,85,22,93,129,239.jpg,296,293
Blue_Circle,149,148,67,65,24.jpg,250,251
Blue_Square,88,43,94,95,240.jpg,296,293
Green_Square,134,139,80,81,240.jpg,296,293
Unidentified_Object,61,44,132,101,25.jpg,250,251
Unidentified_Object,143,45,75,75,26.jpg,250,251
Unidentified_Object,73,69,145,94,27.jpg,250,251
Red_Square,134,22,80,84,28.jpg,250,251
Green_Circle,41,146,68,66,28.jpg,250,251
Green_Circle,26,42,66,67,29.jpg,250,251
Red_Square,94,48,86,84,29.jpg,250,251
Blue_Square,140,140,77,77,29.jpg,250,251
Unidentified_Object,98,106,120,120,3.jpg,250,251
Green_Circle,24,29,65,66,3.jpg,250,251
Red_Circle,43,129,64,65,30.jpg,250,251
Green_Square,143,33,90,86,30.jpg,250,251
Green_Circle,104,28,67,63,31.jpg,250,251
Green_Square,139,153,81,79,31.jpg,250,251
Blue_Circle,25,148,64,64,31.jpg,250,251
Green_Square,17,14,75,74,32.jpg,250,251
Green_Circle,20,125,65,63,32.jpg,250,251
Blue_Circle,158,139,70,65,32.jpg,250,251
Red_Square,126,21,84,77,32.jpg,250,251
Red_Circle,95,159,67,65,33.jpg,250,251
Blue_Circle,170,46,69,65,33.jpg,250,251
Unidentified_Object,33,24,106,106,33.jpg,250,251
Unidentified_Object,44,16,75,82,34.jpg,250,251
Red_Square,153,54,79,81,34.jpg,250,251
Green_Square,39,157,78,76,34.jpg,250,251
Green_Square,132,25,86,80,35.jpg,250,251
Red_Circle,96,163,67,65,35.jpg,250,251
Unidentified_Object,9,22,88,143,35.jpg,250,251
Green_Square,146,163,82,78,36.jpg,250,251
Red_Square,146,36,78,79,36.jpg,250,251
Unidentified_Object,1,128,147,94,36.jpg,250,251
Unidentified_Object,11,9,91,135,36.jpg,250,251
Unidentified_Object,139,3,89,77,37.jpg,250,251
Unidentified_Object,10,114,114,124,37.jpg,250,251
Green_Square,146,161,82,80,37.jpg,250,251
Blue_Circle,111,81,66,66,37.jpg,250,251
Red_Square,25,27,77,77,37.jpg,250,251
Unidentified_Object,123,116,91,131,38.jpg,250,251
Unidentified_Object,99,28,134,65,38.jpg,250,251
Unidentified_Object,27,17,79,84,38.jpg,250,251
Unidentified_Object,3,122,122,111,38.jpg,250,251
Red_Square,37,30,85,83,39.jpg,250,251
Blue_Circle,157,26,68,65,39.jpg,250,251
Green_Square,122,149,84,82,39.jpg,250,251
Green_Circle,156,30,70,65,4.jpg,250,251
Green_Circle,32,25,65,65,40.jpg,250,251
Green_Square,139,29,79,82,40.jpg,250,251
Blue_Circle,41,150,65,65,40.jpg,250,251
Red_Circle,137,145,68,66,40.jpg,250,251
Red_Circle,139,35,65,64,41.jpg,250,251
Blue_Circle,158,156,66,65,41.jpg,250,251
Green_Circle,41,41,65,67,41.jpg,250,251
Red_Square,41,138,80,80,41.jpg,250,251
Blue_Square,36,38,84,79,42.jpg,250,251
Green_Circle,169,47,66,66,42.jpg,250,251
Blue_Circle,45,143,66,65,42.jpg,250,251
Blue_Circle,65,146,68,65,43.jpg,250,251
Green_Circle,149,142,69,64,43.jpg,250,251
Red_Square,138,27,85,80,43.jpg,250,251
Unidentified_Object,31,12,102,126,43.jpg,250,251
Red_Square,140,29,79,79,44.jpg,250,251
Unidentified_Object,130,117,120,117,44.jpg,250,251
Green_Square,41,146,81,79,44.jpg,250,251
Blue_Square,32,23,80,79,44.jpg,250,251
Red_Circle,141,153,69,63,45.jpg,250,251
Red_Square,143,31,78,79,45.jpg,250,251
Unidentified_Object,17,115,116,109,45.jpg,250,251
Unidentified_Object,8,6,105,114,45.jpg,250,251
Unidentified_Object,178,49,72,143,46.jpg,250,251
Green_Circle,37,44,67,65,46.jpg,250,251
Green_Square,50,141,81,81,46.jpg,250,251
Unidentified_Object,82,16,81,81,47.jpg,250,251
Blue_Square,135,135,79,79,47.jpg,250,251
Blue_Circle,29,155,68,65,47.jpg,250,251
Blue_Square,141,19,86,80,48.jpg,250,251
Unidentified_Object,19,139,81,78,48.jpg,250,251
Red_Square,150,127,88,83,48.jpg,250,251
Green_Square,34,21,80,84,48.jpg,250,251
Blue_Circle,143,157,66,61,49.jpg,250,251
Green_Circle,137,40,66,66,49.jpg,250,251
Unidentified_Object,63,49,106,122,49.jpg,250,251
Blue_Square,132,132,84,81,5.jpg,250,251
Green_Circle,77,7,66,64,50.jpg,250,251
Blue_Square,143,128,80,79,50.jpg,250,251
Green_Square,11,108,86,86,50.jpg,250,251
Green_Square,151,102,83,83,51.jpg,250,251
Red_Square,32,114,84,81,51.jpg,250,251
Red_Circle,87,20,67,64,51.jpg,250,251
Red_Circle,152,174,66,62,52.jpg,250,251
Blue_Square,128,38,91,87,52.jpg,250,251
Unidentified_Object,38,12,76,83,52.jpg,250,251
Green_Circle,19,144,65,64,52.jpg,250,251
Green_Square,20,25,77,79,53.jpg,250,251
Red_Circle,143,30,63,64,53.jpg,250,251
Red_Square,138,125,84,81,53.jpg,250,251
Blue_Square,38,134,78,83,53.jpg,250,251
Unidentified_Object,75,10,73,82,54.jpg,250,251
Unidentified_Object,10,113,115,126,54.jpg,250,251
Green_Circle,149,120,70,66,54.jpg,250,251
Unidentified_Object,27,118,87,84,55.jpg,250,251
Unidentified_Object,118,79,109,112,55.jpg,250,251
Unidentified_Object,56,23,151,79,55.jpg,250,251
Blue_Circle,146,150,68,65,56.jpg,250,251
Unidentified_Object,62,11,135,71,56.jpg,250,251
Red_Circle,92,87,68,67,56.jpg,250,251
Green_Circle,24,154,69,63,56.jpg,250,251
Unidentified_Object,56,20,131,103,57.jpg,250,251
Unidentified_Object,25,82,75,139,57.jpg,250,251
Red_Square,155,129,85,83,57.jpg,250,251
Green_Circle,73,22,70,65,58.jpg,250,251
Green_Square,38,145,81,79,58.jpg,250,251
Blue_Square,150,127,82,82,58.jpg,250,251
Green_Circle,49,46,67,66,59.jpg,250,251
Red_Circle,167,34,67,63,59.jpg,250,251
Blue_Circle,178,150,69,64,59.jpg,250,251
Red_Square,46,149,87,79,59.jpg,250,251
Blue_Square,146,28,77,78,6.jpg,250,251
Unidentified_Object,24,137,78,76,6.jpg,250,251
Red_Square,143,131,89,86,60.jpg,250,251
Green_Circle,145,35,68,65,60.jpg,250,251
Green_Square,30,24,79,80,60.jpg,250,251
Blue_Square,35,140,80,78,60.jpg,250,251
Blue_Circle,165,154,67,66,61.jpg,250,251
Red_Circle,170,43,67,65,61.jpg,250,251
Green_Circle,60,53,66,65,61.jpg,250,251
Red_Square,62,139,85,83,61.jpg,250,251
Green_Square,122,46,78,82,62.jpg,250,251
Green_Circle,140,165,69,64,62.jpg,250,251
Blue_Square,33,131,84,84,62.jpg,250,251
Red_Circle,60,19,66,63,63.jpg,250,251
Red_Square,137,131,88,84,63.jpg,250,251
Blue_Circle,141,40,67,64,63.jpg,250,251
Green_Square,26,123,91,90,63.jpg,250,251
Blue_Square,39,33,85,86,64.jpg,250,251
Red_Circle,145,37,66,65,64.jpg,250,251
Green_Circle,110,144,64,64,64.jpg,250,251
Blue_Circle,116,19,65,65,65.jpg,250,251
Red_Square,126,131,91,92,65.jpg,250,251
Red_Circle,19,30,64,66,65.jpg,250,251
Green_Square,11,125,85,90,65.jpg,250,251
Red_Circle,45,34,66,68,66.jpg,250,251
Red_Square,153,132,87,86,66.jpg,250,251
Blue_Circle,141,26,68,63,66.jpg,250,251
Blue_Square,33,125,82,82,66.jpg,250,251
Blue_Square,40,115,86,83,67.jpg,250,251
Green_Circle,175,49,67,65,67.jpg,250,251
Red_Square,121,133,103,104,67.jpg,250,251
Red_Circle,45,33,66,67,67.jpg,250,251
Red_Circle,45,33,67,66,68.jpg,250,251
