label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Unknown,371,308,40,103,120.jpg,640,480
Unknown,364,313,51,99,121.jpg,640,480
Red_Square,373,9,45,35,121.jpg,640,480
Blue_Circle,367,143,35,32,121.jpg,640,480
Green_Circle,382,123,32,27,122.jpg,640,480
Red_Square,367,0,48,20,122.jpg,640,480
Green_Square,342,277,59,63,122.jpg,640,480
Blue_Square,376,45,44,40,123.jpg,640,480
Blue_Circle,370,380,41,45,123.jpg,640,480
Unknown,366,138,47,93,123.jpg,640,480
Red_Square,367,0,44,29,124.jpg,640,480
Red_Circle,363,246,48,38,124.jpg,640,480
Green_Circle,349,372,42,37,124.jpg,640,480
Blue_Square,367,46,49,42,125.jpg,640,480
Green_Square,369,160,57,56,125.jpg,640,480
Unknown,380,242,39,100,125.jpg,640,480
Green_Square,366,18,46,35,126.jpg,640,480
Red_Square,373,112,45,42,126.jpg,640,480
Green_Circle,349,340,40,38,126.jpg,640,480
Unknown,373,7,59,57,127.jpg,640,480
Unknown,378,219,52,74,127.jpg,640,480
Unknown,354,355,57,96,127.jpg,640,480
Green_Square,358,61,38,41,128.jpg,640,480
Red_Circle,383,174,38,38,128.jpg,640,480
Green_Circle,351,365,39,41,128.jpg,640,480
Blue_Square,383,17,39,40,129.jpg,640,480
Unknown,373,65,49,49,129.jpg,640,480
Red_Circle,393,281,39,40,129.jpg,640,480
Red_Circle,175,37,27,26,13.jpg,640,480
Red_Square,364,0,45,25,130.jpg,640,480
Green_Square,378,89,51,47,130.jpg,640,480
Green_Circle,370,384,44,38,130.jpg,640,480
Red_Circle,166,111,32,32,131.jpg,640,480
Red_Square,382,18,42,37,131.jpg,640,480
Green_Square,376,167,52,51,131.jpg,640,480
Green_Circle,375,340,37,40,131.jpg,640,480
Unknown,119,249,78,68,132.jpg,640,480
Green_Square,373,60,47,41,132.jpg,640,480
Red_Square,358,221,56,58,132.jpg,640,480
Red_Circle,373,339,40,39,132.jpg,640,480
Blue_Square,141,134,54,47,133.jpg,640,480
Red_Circle,368,59,28,35,133.jpg,640,480
Green_Circle,366,163,37,36,133.jpg,640,480
Green_Square,364,346,56,51,133.jpg,640,480
Blue_Circle,141,203,33,38,134.jpg,640,480
Green_Circle,372,87,35,28,134.jpg,640,480
Red_Square,349,227,56,54,134.jpg,640,480
Green_Square,367,292,51,63,134.jpg,640,480
Green_Circle,181,20,30,25,135.jpg,640,480
Red_Circle,385,4,30,27,135.jpg,640,480
Blue_Circle,390,135,37,35,135.jpg,640,480
Blue_Square,367,380,50,54,135.jpg,640,480
Red_Circle,379,20,30,33,136.jpg,640,480
Unknown,366,169,68,70,136.jpg,640,480
Blue_Circle,90,400,36,32,136.jpg,640,480
Green_Circle,361,417,39,37,136.jpg,640,480
Red_Circle,187,25,35,21,137.jpg,640,480
Unknown,375,0,48,29,137.jpg,640,480
Green_Circle,398,156,38,38,137.jpg,640,480
Red_Square,362,337,60,63,137.jpg,640,480
Red_Square,137,171,44,46,138.jpg,640,480
Blue_Circle,393,27,28,22,138.jpg,640,480
Blue_Square,367,132,45,42,138.jpg,640,480
Green_Circle,366,344,39,37,138.jpg,640,480
Green_Square,88,442,47,38,139.jpg,640,480
Blue_Circle,392,1,31,26,139.jpg,640,480
Unknown,371,102,56,71,139.jpg,640,480
Green_Circle,369,405,38,39,139.jpg,640,480
Red_Square,87,382,54,49,14.jpg,640,480
Red_Circle,191,1,33,26,140.jpg,640,480
Unknown,361,0,55,12,140.jpg,640,480
Blue_Circle,359,65,35,27,140.jpg,640,480
Unknown,352,316,52,84,140.jpg,640,480
Unknown,377,290,51,71,141.jpg,640,480
Unknown,375,7,37,32,141.jpg,640,480
Blue_Circle,370,102,31,30,141.jpg,640,480
Red_Circle,178,28,30,21,141.jpg,640,480
Green_Circle,124,267,35,36,141.jpg,640,480
Green_Circle,110,319,33,36,142.jpg,640,480
Unknown,153,85,51,59,142.jpg,640,480
Green_Square,364,45,45,41,142.jpg,640,480
Blue_Circle,371,100,28,31,142.jpg,640,480
Blue_Square,372,303,50,48,142.jpg,640,480
Blue_Circle,373,152,38,31,143.jpg,640,480
Red_Circle,166,49,30,22,143.jpg,640,480
Green_Square,141,166,54,56,143.jpg,640,480
Blue_Square,373,292,49,45,143.jpg,640,480
Green_Circle,347,426,42,33,143.jpg,640,480
Green_Circle,133,142,35,30,144.jpg,640,480
Green_Square,118,368,46,51,144.jpg,640,480
Blue_Circle,385,33,27,28,144.jpg,640,480
Blue_Square,371,184,52,55,144.jpg,640,480
Red_Circle,380,287,40,39,144.jpg,640,480
Red_Circle,361,393,41,36,145.jpg,640,480
Red_Square,352,153,52,47,145.jpg,640,480
Blue_Square,369,55,44,44,145.jpg,640,480
Green_Square,112,310,50,51,145.jpg,640,480
Unknown,139,45,66,48,145.jpg,640,480
Unknown,141,93,71,64,146.jpg,640,480
Unknown,183,10,40,47,146.jpg,640,480
Unknown,376,145,47,65,146.jpg,640,480
Unknown,333,313,54,81,146.jpg,640,480
Blue_Square,364,54,47,42,146.jpg,640,480
Blue_Square,369,143,44,49,147.jpg,640,480
Unknown,170,23,49,37,147.jpg,640,480
Unknown,107,337,59,65,147.jpg,640,480
Red_Circle,360,376,39,39,147.jpg,640,480
Unknown,364,0,31,9,147.jpg,640,480
Unknown,369,0,26,7,148.jpg,640,480
Unknown,351,99,65,61,148.jpg,640,480
Unknown,157,58,63,58,148.jpg,640,480
Red_Circle,112,324,36,39,148.jpg,640,480
Red_Square,360,390,67,61,148.jpg,640,480
Red_Square,177,25,38,33,149.jpg,640,480
Blue_Circle,377,22,35,27,149.jpg,640,480
Red_Circle,371,188,38,37,149.jpg,640,480
Green_Square,141,151,54,50,149.jpg,640,480
Blue_Square,366,364,61,64,149.jpg,640,480
Blue_Square,117,185,54,51,15.jpg,640,480
Blue_Square,379,172,47,51,150.jpg,640,480
Blue_Circle,171,65,37,28,150.jpg,640,480
Green_Circle,387,89,31,27,150.jpg,640,480
Red_Circle,368,290,35,36,150.jpg,640,480
Green_Square,108,340,59,57,150.jpg,640,480
Green_Square,103,400,60,58,151.jpg,640,480
Blue_Square,375,304,51,57,151.jpg,640,480
Green_Circle,206,27,30,22,151.jpg,640,480
Blue_Circle,380,121,36,31,151.jpg,640,480
Red_Circle,379,174,36,30,151.jpg,640,480
Unknown,129,151,44,48,151.jpg,640,480
Unknown,383,203,48,69,152.jpg,640,480
Unknown,126,155,54,42,152.jpg,640,480
Red_Square,378,55,47,37,152.jpg,640,480
Blue_Circle,166,54,31,22,152.jpg,640,480
Red_Circle,94,326,36,35,152.jpg,640,480
Green_Circle,382,324,38,37,152.jpg,640,480
Red_Circle,94,440,38,36,153.jpg,640,480
Blue_Circle,148,257,35,40,153.jpg,640,480
Unknown,111,129,47,50,153.jpg,640,480
Unknown,381,0,56,36,153.jpg,640,480
Red_Square,364,81,48,48,153.jpg,640,480
Blue_Square,369,170,42,51,153.jpg,640,480
Unknown,373,143,60,58,154.jpg,640,480
Red_Square,375,13,41,38,154.jpg,640,480
Blue_Square,168,36,41,35,154.jpg,640,480
Green_Square,137,118,54,45,154.jpg,640,480
Red_Circle,94,241,38,36,154.jpg,640,480
Green_Circle,347,395,47,39,154.jpg,640,480
Green_Square,92,387,57,51,155.jpg,640,480
Blue_Square,138,113,50,46,155.jpg,640,480
Red_Circle,94,243,39,35,155.jpg,640,480
Red_Square,382,7,40,33,155.jpg,640,480
Blue_Circle,353,409,48,40,155.jpg,640,480
Unknown,380,145,51,69,155.jpg,640,480
Unknown,392,0,35,10,156.jpg,640,480
Green_Circle,164,76,29,26,156.jpg,640,480
Red_Circle,378,128,37,28,156.jpg,640,480
Green_Square,362,288,54,57,156.jpg,640,480
Blue_Square,140,115,48,46,156.jpg,640,480
Unknown,114,257,68,76,156.jpg,640,480
Blue_Square,90,348,60,58,157.jpg,640,480
Blue_Circle,382,268,37,39,157.jpg,640,480
Red_Square,135,114,49,45,157.jpg,640,480
Green_Circle,195,2,29,18,157.jpg,640,480
Unknown,376,84,67,69,157.jpg,640,480
Unknown,78,230,79,45,158.jpg,640,480
Unknown,373,236,54,74,158.jpg,640,480
Unknown,382,0,46,28,158.jpg,640,480
Red_Circle,389,99,31,35,158.jpg,640,480
Blue_Circle,371,417,45,38,158.jpg,640,480
Blue_Square,93,353,59,54,158.jpg,640,480
Red_Square,139,115,45,45,158.jpg,640,480
Green_Circle,193,2,35,20,158.jpg,640,480
Green_Circle,169,13,37,21,159.jpg,640,480
Red_Circle,388,102,36,31,159.jpg,640,480
Green_Square,362,204,55,54,159.jpg,640,480
Blue_Circle,369,315,45,40,159.jpg,640,480
Red_Square,124,144,55,51,159.jpg,640,480
Blue_Square,85,342,57,54,159.jpg,640,480
Green_Square,105,225,60,57,16.jpg,640,480
Green_Square,377,266,48,54,160.jpg,640,480
Red_Circle,373,30,37,26,160.jpg,640,480
Blue_Circle,385,132,38,32,160.jpg,640,480
Green_Circle,156,92,36,33,160.jpg,640,480
Red_Square,111,255,48,48,160.jpg,640,480
Blue_Square,95,371,55,50,160.jpg,640,480
Unknown,160,75,52,75,17.jpg,640,480
Unknown,116,217,51,67,18.jpg,640,480
Unknown,76,366,75,70,19.jpg,640,480
Unknown,159,54,44,48,20.jpg,640,480
Green_Circle,110,277,33,36,21.jpg,640,480
Green_Square,157,126,38,41,21.jpg,640,480
Green_Circle,107,320,32,37,22.jpg,640,480
Red_Square,161,54,45,36,22.jpg,640,480
Blue_Circle,143,138,36,36,23.jpg,640,480
Unknown,92,330,64,93,23.jpg,640,480
Unknown,85,299,78,67,24.jpg,640,480
Unknown,164,41,56,57,24.jpg,640,480
Blue_Circle,147,164,31,26,25.jpg,640,480
Blue_Square,166,31,48,33,25.jpg,640,480
Blue_Square,129,132,50,47,26.jpg,640,480
Red_Square,108,289,60,59,26.jpg,640,480
Green_Square,142,109,57,47,27.jpg,640,480
Unknown,99,262,63,61,27.jpg,640,480
Unknown,159,74,40,58,28.jpg,640,480
Green_Square,95,304,54,58,28.jpg,640,480
Unknown,141,96,49,61,29.jpg,640,480
Red_Circle,178,27,32,26,29.jpg,640,480
Unknown,79,304,80,73,30.jpg,640,480
Green_Square,150,98,52,47,30.jpg,640,480
Green_Square,111,288,48,48,31.jpg,640,480
Blue_Circle,152,145,38,32,31.jpg,640,480
Red_Square,164,50,47,41,31.jpg,640,480
Red_Square,156,74,50,54,32.jpg,640,480
Unknown,118,185,48,47,32.jpg,640,480
Green_Circle,119,309,42,39,32.jpg,640,480
Green_Circle,101,381,40,36,33.jpg,640,480
Unknown,131,161,44,67,33.jpg,640,480
Green_Square,161,42,50,42,33.jpg,640,480
Green_Circle,162,111,33,27,34.jpg,640,480
Unknown,109,237,73,48,34.jpg,640,480
Blue_Circle,101,364,38,37,34.jpg,640,480
Green_Circle,140,166,39,39,35.jpg,640,480
Red_Circle,177,51,32,27,35.jpg,640,480
Red_Square,105,282,59,56,35.jpg,640,480
Unknown,172,1,56,30,36.jpg,640,480
Red_Circle,364,103,41,38,36.jpg,640,480
Blue_Square,151,83,48,46,36.jpg,640,480
Green_Square,112,237,52,52,36.jpg,640,480
Green_Square,95,313,55,54,37.jpg,640,480
Red_Circle,137,185,40,37,37.jpg,640,480
Blue_Square,157,64,47,42,37.jpg,640,480
Green_Square,159,35,49,40,38.jpg,640,480
Red_Circle,139,188,35,31,38.jpg,640,480
Red_Square,85,294,57,50,38.jpg,640,480
Unknown,126,136,69,64,39.jpg,640,480
Unknown,146,48,54,66,39.jpg,640,480
Unknown,94,348,49,60,39.jpg,640,480
Unknown,152,143,42,68,40.jpg,640,480
Blue_Circle,124,237,37,31,40.jpg,640,480
Green_Circle,108,339,41,33,40.jpg,640,480
Blue_Circle,364,199,41,37,41.jpg,640,480
Green_Circle,372,90,39,35,42.jpg,640,480
Red_Circle,363,77,40,26,43.jpg,640,480
Red_Square,358,205,56,60,44.jpg,640,480
Blue_Square,371,59,45,38,45.jpg,640,480
Green_Square,367,60,49,46,46.jpg,640,480
Unknown,376,19,47,57,47.jpg,640,480
Unknown,356,301,71,76,48.jpg,640,480
Unknown,371,143,48,59,49.jpg,640,480
Unknown,367,38,56,52,50.jpg,640,480
Unknown,114,239,52,76,51.jpg,640,480
Unknown,369,42,54,47,51.jpg,640,480
Unknown,124,100,70,60,52.jpg,640,480
Unknown,369,40,54,47,52.jpg,640,480
Red_Square,119,181,52,45,53.jpg,640,480
Green_Square,367,92,48,38,53.jpg,640,480
Red_Square,124,177,46,49,54.jpg,640,480
Unknown,347,70,70,56,54.jpg,640,480
Red_Square,158,58,46,42,55.jpg,640,480
Red_Circle,347,250,48,40,55.jpg,640,480
Green_Circle,114,328,40,40,56.jpg,640,480
Blue_Circle,385,92,33,29,56.jpg,640,480
Blue_Circle,380,136,36,33,57.jpg,640,480
Blue_Square,164,60,42,31,57.jpg,640,480
Unknown,369,36,42,58,58.jpg,640,480
Blue_Circle,103,336,42,41,58.jpg,640,480
Blue_Square,116,227,52,47,59.jpg,640,480
Green_Circle,378,119,37,35,59.jpg,640,480
Green_Circle,358,194,40,38,60.jpg,640,480
Unknown,175,56,52,45,60.jpg,640,480
Green_Circle,373,195,42,46,61.jpg,640,480
Red_Square,155,67,51,49,61.jpg,640,480
Red_Circle,113,284,37,31,61.jpg,640,480
Red_Circle,94,339,39,35,62.jpg,640,480
Blue_Circle,383,203,36,31,62.jpg,640,480
Green_Circle,171,29,30,23,62.jpg,640,480
Blue_Square,131,165,57,51,63.jpg,640,480
Red_Circle,393,58,30,27,63.jpg,640,480
Green_Square,87,345,61,57,63.jpg,640,480
Unknown,165,47,64,35,64.jpg,640,480
Unknown,395,208,68,78,64.jpg,640,480
Red_Circle,120,304,38,37,64.jpg,640,480
Red_Circle,122,215,35,36,65.jpg,640,480
Blue_Square,362,80,51,41,65.jpg,640,480
Unknown,153,109,50,45,65.jpg,640,480
Unknown,159,54,51,47,66.jpg,640,480
Unknown,371,52,63,58,66.jpg,640,480
Green_Square,90,375,54,58,66.jpg,640,480
Green_Circle,181,29,35,27,67.jpg,640,480
Green_Square,93,285,59,57,67.jpg,640,480
Blue_Circle,359,373,39,40,67.jpg,640,480
Unknown,169,18,40,63,68.jpg,640,480
Green_Square,362,266,65,63,68.jpg,640,480
Red_Circle,121,220,45,38,68.jpg,640,480
Red_Circle,111,404,36,39,69.jpg,640,480
Blue_Circle,373,22,36,29,69.jpg,640,480
Green_Circle,161,57,33,26,69.jpg,640,480
Red_Circle,99,327,37,48,70.jpg,640,480
Green_Square,159,74,48,33,70.jpg,640,480
Blue_Circle,385,51,30,30,70.jpg,640,480
Blue_Circle,367,105,37,30,71.jpg,640,480
Green_Square,171,46,47,35,71.jpg,640,480
Red_Circle,92,342,35,32,71.jpg,640,480
Unknown,114,140,67,61,71.jpg,640,480
Unknown,382,66,57,61,72.jpg,640,480
Green_Square,177,18,45,33,72.jpg,640,480
Blue_Circle,123,179,47,33,72.jpg,640,480
Blue_Circle,130,172,36,40,73.jpg,640,480
Unknown,361,122,49,50,73.jpg,640,480
Green_Square,158,56,50,40,73.jpg,640,480
Unknown,92,315,58,77,73.jpg,640,480
Red_Circle,159,31,31,31,74.jpg,640,480
Unknown,376,190,75,83,74.jpg,640,480
Blue_Circle,139,122,41,33,74.jpg,640,480
Green_Square,95,303,55,59,74.jpg,640,480
Blue_Circle,175,47,32,31,75.jpg,640,480
Blue_Square,367,175,42,41,75.jpg,640,480
Unknown,114,170,80,71,75.jpg,640,480
Green_Square,82,415,61,58,75.jpg,640,480
Green_Square,113,190,55,57,76.jpg,640,480
Red_Circle,158,60,37,27,76.jpg,640,480
Unknown,367,156,45,74,76.jpg,640,480
Unknown,98,346,50,99,76.jpg,640,480
Unknown,139,79,79,58,77.jpg,640,480
Unknown,120,202,70,75,77.jpg,640,480
Green_Square,105,393,51,56,77.jpg,640,480
Blue_Circle,381,134,33,33,77.jpg,640,480
Blue_Square,150,98,45,42,78.jpg,640,480
Red_Circle,376,212,39,44,78.jpg,640,480
Green_Square,117,211,50,41,78.jpg,640,480
Green_Circle,107,339,32,32,78.jpg,640,480
Green_Square,369,19,47,37,79.jpg,640,480
Blue_Circle,186,9,32,22,79.jpg,640,480
Red_Circle,137,212,40,40,79.jpg,640,480
Blue_Square,82,424,59,50,79.jpg,640,480
Blue_Square,146,152,45,51,80.jpg,640,480
Blue_Circle,105,333,42,45,80.jpg,640,480
Green_Circle,378,179,36,42,80.jpg,640,480
Unknown,104,214,67,48,80.jpg,640,480
Unknown,371,40,32,65,81.jpg,640,480
Green_Circle,359,199,41,38,81.jpg,640,480
Green_Circle,379,64,30,31,82.jpg,640,480
Unknown,356,317,78,80,82.jpg,640,480
Red_Square,371,33,47,37,83.jpg,640,480
Blue_Square,364,210,56,63,83.jpg,640,480
Unknown,382,16,42,47,84.jpg,640,480
Green_Square,353,270,59,58,84.jpg,640,480
Green_Square,369,280,47,51,85.jpg,640,480
Red_Square,370,20,49,38,85.jpg,640,480
Unknown,357,277,80,78,86.jpg,640,480
Red_Circle,379,29,33,22,86.jpg,640,480
Unknown,382,229,46,70,87.jpg,640,480
Unknown,363,39,48,64,87.jpg,640,480
Blue_Circle,381,40,35,28,88.jpg,640,480
Blue_Square,380,241,52,56,88.jpg,640,480
Blue_Circle,399,13,32,30,89.jpg,640,480
Red_Square,362,194,55,64,89.jpg,640,480
Green_Circle,369,203,42,38,90.jpg,640,480
Green_Square,348,339,61,63,90.jpg,640,480
Green_Square,385,63,49,45,91.jpg,640,480
Green_Circle,150,131,40,31,91.jpg,640,480
Unknown,369,165,51,69,91.jpg,640,480
Unknown,168,49,60,29,92.jpg,640,480
Green_Square,367,28,52,35,92.jpg,640,480
Red_Circle,361,241,38,40,92.jpg,640,480
Blue_Circle,133,266,38,40,93.jpg,640,480
Red_Square,358,124,60,55,93.jpg,640,480
Red_Circle,402,292,38,38,93.jpg,640,480
Unknown,176,26,46,56,94.jpg,640,480
Red_Square,368,203,57,58,94.jpg,640,480
Blue_Circle,111,321,39,38,94.jpg,640,480
Unknown,141,148,49,65,95.jpg,640,480
Unknown,367,60,44,64,95.jpg,640,480
Red_Square,371,330,56,65,95.jpg,640,480
Unknown,132,171,54,66,96.jpg,640,480
Unknown,380,87,39,57,96.jpg,640,480
Blue_Square,373,304,58,54,96.jpg,640,480
Blue_Circle,127,217,38,33,97.jpg,640,480
Blue_Square,382,306,48,50,97.jpg,640,480
Red_Circle,387,126,37,37,97.jpg,640,480
Red_Circle,385,66,29,26,98.jpg,640,480
Green_Square,137,98,50,45,98.jpg,640,480
Unknown,356,176,73,75,98.jpg,640,480
Unknown,338,262,77,78,99.jpg,640,480
Green_Circle,373,66,29,28,99.jpg,640,480
Green_Square,120,184,49,46,99.jpg,640,480
